0,0,0,0.0701719,0.228663,0.113197,0.802671,0.0701719,0.228663,0.113197,0.802671,0.043025,0.574008,0.043025,0.574008,1,1,1,1,1,0.722168,0.610101,0.602376,0.608447,0.746461,0.802348,0.824448,0.336647,0.411175,0.72887,0.296058,0.539462,0.079068,0.652397,0.641739,0.616583,0.596122,-0.457172,0.268242,-0.496143,0.816051,-0.526305,0.798002,-0.0165727,0.576193,0.931116,0.821129,0.71172,0.559051,0.763372
0,0,6,0.0701719,0.228663,0.113197,0.802671,0.108775,0.247546,0.622659,0.70806,0.043025,0.574008,0.513884,0.460514,0.722168,0.925338,0.569903,0.0862302,0.722168,1,0.752169,0.746198,0.76957,0.917486,0.577863,0.91545,0.732638,0.729187,0.880901,0.192268,0.66713,0.362459,0.683875,0.858158,0.487746,0.375114,-0.23348,0.284624,-0.395599,0.570929,-0.411767,0.413596,-0.0837674,0.55235,0.773241,0.41759,0.674559,0.708691,0.559664
0,0,10,0.0701719,0.228663,0.113197,0.802671,0.115294,0.248214,0.669478,0.929658,0.043025,0.574008,0.554184,0.681444,0.610101,0.704189,0.667195,0.0885073,0.610101,0.752169,1,0.991067,0.981428,0.685423,0.658592,0.785855,0.502927,0.513586,0.849629,0.167536,0.886368,0.23384,0.527331,0.880735,0.401991,0.33003,-0.22016,0.21891,-0.325369,0.627511,-0.340359,0.387973,-0.0537515,0.434345,0.629354,0.394359,0.531822,0.936749,0.705264
0,0,7,0.0701719,0.228663,0.113197,0.802671,0.110198,0.254983,0.674879,0.939577,0.043025,0.574008,0.564681,0.684593,0.602376,0.697913,0.663044,0.0878239,0.602376,0.746198,0.991067,1,0.972882,0.680183,0.649098,0.778085,0.501007,0.51101,0.841889,0.165219,0.894344,0.233654,0.522588,0.873486,0.397287,0.325348,-0.216494,0.216964,-0.321588,0.618255,-0.336337,0.381583,-0.0537233,0.430084,0.622302,0.387772,0.526548,0.945385,0.69524
0,0,2,0.0701719,0.228663,0.113197,0.802671,0.0969422,0.276232,0.669478,0.929658,0.043025,0.574008,0.572536,0.653426,0.608447,0.717081,0.645069,0.111456,0.608447,0.76957,0.981428,0.972882,1,0.702383,0.65048,0.795652,0.525907,0.533688,0.863837,0.166011,0.870034,0.248391,0.536481,0.899706,0.403014,0.326381,-0.214756,0.222837,-0.326342,0.618634,-0.341012,0.378831,-0.0571762,0.439943,0.632662,0.384568,0.538366,0.920561,0.697363
0,0,4,0.0701719,0.228663,0.113197,0.802671,0.105906,0.27691,0.600345,0.682531,0.043025,0.574008,0.494439,0.405621,0.746461,0.992479,0.541975,0.136177,0.746461,0.917486,0.685423,0.680183,0.702383,1,0.503239,0.828482,0.816957,0.807702,0.801727,0.199641,0.608046,0.410389,0.73856,0.785808,0.516,0.388183,-0.235495,0.307617,-0.418796,0.495567,-0.43521,0.418008,-0.0949652,0.593017,0.821328,0.420949,0.723653,0.646907,0.488349
0,0,24,0.0701719,0.228663,0.113197,0.802671,0.140453,0.212845,0.0368988,0.912923,0.043025,0.574008,-0.103554,0.700077,0.802348,0.815575,0.885206,0.468291,0.802348,0.577863,0.658592,0.649098,0.65048,0.503239,1,0.78114,0.146332,0.220611,0.768008,0.242986,0.581672,-0.0137699,0.469659,0.670943,0.483976,0.492302,-0.391255,0.192237,-0.388648,0.977109,-0.414268,0.681413,0.00485736,0.427859,0.721587,0.703182,0.530445,0.597151,0.94821
0,0,27,0.0701719,0.228663,0.113197,0.802671,0.145825,0.210411,0.483969,0.798145,0.043025,0.574008,0.338144,0.587734,0.824448,0.886469,0.760405,0.212832,0.824448,0.91545,0.785855,0.778085,0.795652,0.828482,0.78114,1,0.55317,0.582367,0.927984,0.231959,0.696124,0.237117,0.657646,0.867702,0.532253,0.460287,-0.322482,0.272337,-0.430046,0.784172,-0.451752,0.566307,-0.0540892,0.551751,0.824423,0.578219,0.677189,0.732038,0.749251
0,0,19,0.0701719,0.228663,0.113197,0.802671,0.13633,0.265088,0.748879,0.428763,0.043025,0.574008,0.612549,0.163675,0.336647,0.910627,0.241103,0.101833,0.336647,0.732638,0.502927,0.501007,0.525907,0.816957,0.146332,0.55317,1,0.929249,0.578676,0.0822106,0.447263,0.570635,0.640037,0.612887,0.325213,0.144327,-0.0150989,0.269226,-0.267202,0.12779,-0.269546,0.0370312,-0.133354,0.474195,0.51363,0.0240089,0.572134,0.485213,0.151585
0,0,1,0.0701719,0.228663,0.113197,0.802671,0.0873648,0.295635,0.633148,0.505548,0.043025,0.574008,0.545784,0.209913,0.411175,0.852793,0.320316,0.132504,0.411175,0.729187,0.513586,0.51101,0.533688,0.807702,0.220611,0.582367,0.929249,1,0.594002,0.129145,0.456387,0.586917,0.746597,0.614284,0.424013,0.238687,-0.0868117,0.313081,-0.346741,0.205799,-0.353825,0.16228,-0.136861,0.567686,0.571738,0.145031,0.687523,0.492128,0.22081
0,0,17,0.0701719,0.228663,0.113197,0.802671,0.135661,0.272377,0.586981,0.861826,0.043025,0.574008,0.451321,0.589449,0.72887,0.828509,0.684611,0.176849,0.72887,0.880901,0.849629,0.841889,0.863837,0.801727,0.768008,0.927984,0.578676,0.594002,1,0.201125,0.752997,0.265542,0.620359,0.95058,0.478325,0.396784,-0.267395,0.257411,-0.38702,0.756202,-0.405182,0.470864,-0.0609656,0.512733,0.747308,0.479068,0.628085,0.795064,0.739085
0,0,18,0.0701719,0.228663,0.113197,0.802671,0.135661,0.272377,0.122088,0.443617,0.043025,0.574008,-0.0135722,0.17124,0.296058,0.298388,0.920392,0.191694,0.296058,0.192268,0.167536,0.165219,0.166011,0.199641,0.242986,0.231959,0.0822106,0.129145,0.201125,1,0.148025,0.0132112,0.319992,0.172534,0.466361,0.493928,-0.597519,0.761211,-0.577222,0.248062,-0.549214,0.344638,-0.00322495,0.417654,0.299971,0.332024,0.343362,0.152445,0.230639
0,0,28,0.0701719,0.228663,0.113197,0.802671,0.152309,0.209318,0.781513,0.975971,0.043025,0.574008,0.629204,0.766654,0.539462,0.624176,0.664518,0.121902,0.539462,0.66713,0.886368,0.894344,0.870034,0.608046,0.581672,0.696124,0.447263,0.456387,0.752997,0.148025,1,0.208366,0.467391,0.781013,0.35567,0.291528,-0.194163,0.194041,-0.287892,0.5541,-0.301117,0.3422,-0.0479043,0.38477,0.557014,0.34778,0.471088,0.945016,0.622976
0,0,3,0.0701719,0.228663,0.113197,0.802671,0.102852,0.293934,0.479319,0.320879,0.043025,0.574008,0.376468,0.0269445,0.079068,0.533687,0.0946505,0.124455,0.079068,0.362459,0.23384,0.233654,0.248391,0.410389,-0.0137699,0.237117,0.570635,0.586917,0.265542,0.0132112,0.208366,1,0.438025,0.29829,0.226928,-0.0093078,0.182734,0.365641,-0.257202,-0.0271306,-0.247595,-0.119189,-0.23457,0.43837,0.18454,-0.124111,0.347449,0.229474,-0.00539003
